file_id,species,processed_path,spectrogram_path,preview_path,duration_sec,sample_rate
ML183862,green_tree_frog,data\processed\green_tree_frog\ML183862.wav,data\spectrograms\green_tree_frog\ML183862.npy,data\spectrograms\preview\green_tree_frog\ML183862.png,10.0,22050
ML207043,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML207043.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML207043.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML207043.png,10.0,22050
Eastern_Narrowmouth_Toad___Gastorphryne_carolinensis,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\Eastern_Narrowmouth_Toad___Gastorphryne_carolinensis.wav,data\spectrograms\eastern_narrow_mouthed_toad\Eastern_Narrowmouth_Toad___Gastorphryne_carolinensis.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\Eastern_Narrowmouth_Toad___Gastorphryne_carolinensis.png,10.0,22050
ML199797,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199797.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199797.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199797.png,10.0,22050
ML223161_(2),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML223161_(2).wav,data\spectrograms\copes_gray_treefrog\ML223161_(2).npy,data\spectrograms\preview\copes_gray_treefrog\ML223161_(2).png,10.0,22050
XC977672_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\XC977672_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.wav,data\spectrograms\eastern_narrow_mouthed_toad\XC977672_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\XC977672_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.png,10.0,22050
ML222931_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222931_(1).wav,data\spectrograms\copes_gray_treefrog\ML222931_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML222931_(1).png,10.0,22050
XC895204_-_Pickerel_Frog_-_Lithobates_palustris,pickerel_frog,data\processed\pickerel_frog\XC895204_-_Pickerel_Frog_-_Lithobates_palustris.wav,data\spectrograms\pickerel_frog\XC895204_-_Pickerel_Frog_-_Lithobates_palustris.npy,data\spectrograms\preview\pickerel_frog\XC895204_-_Pickerel_Frog_-_Lithobates_palustris.png,10.0,22050
ML636127371,green_frog,data\processed\green_frog\ML636127371.wav,data\spectrograms\green_frog\ML636127371.npy,data\spectrograms\preview\green_frog\ML636127371.png,10.0,22050
ML207957,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML207957.wav,data\spectrograms\copes_gray_treefrog\ML207957.npy,data\spectrograms\preview\copes_gray_treefrog\ML207957.png,10.0,22050
ML198455,northern_cricket_frog,data\processed\northern_cricket_frog\ML198455.wav,data\spectrograms\northern_cricket_frog\ML198455.npy,data\spectrograms\preview\northern_cricket_frog\ML198455.png,10.0,22050
mixkit-big-wild-cat-scary-roar-88,not_frogs,data\processed\not_frogs\mixkit-big-wild-cat-scary-roar-88.wav,data\spectrograms\not_frogs\mixkit-big-wild-cat-scary-roar-88.npy,data\spectrograms\preview\not_frogs\mixkit-big-wild-cat-scary-roar-88.png,10.0,22050
ML506563381,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML506563381.wav,data\spectrograms\copes_gray_treefrog\ML506563381.npy,data\spectrograms\preview\copes_gray_treefrog\ML506563381.png,10.0,22050
ML635206631,spring_peeper,data\processed\spring_peeper\ML635206631.wav,data\spectrograms\spring_peeper\ML635206631.npy,data\spectrograms\preview\spring_peeper\ML635206631.png,10.0,22050
XC980885_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC980885_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC980885_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC980885_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML166454,american_bullfrog,data\processed\american_bullfrog\ML166454.wav,data\spectrograms\american_bullfrog\ML166454.npy,data\spectrograms\preview\american_bullfrog\ML166454.png,10.0,22050
mixkit-little-cat-attention-meow-86,not_frogs,data\processed\not_frogs\mixkit-little-cat-attention-meow-86.wav,data\spectrograms\not_frogs\mixkit-little-cat-attention-meow-86.npy,data\spectrograms\preview\not_frogs\mixkit-little-cat-attention-meow-86.png,10.0,22050
ML634964611,spring_peeper,data\processed\spring_peeper\ML634964611.wav,data\spectrograms\spring_peeper\ML634964611.npy,data\spectrograms\preview\spring_peeper\ML634964611.png,10.0,22050
XC883082_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus,southern_leopard_frog,data\processed\southern_leopard_frog\XC883082_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus.wav,data\spectrograms\southern_leopard_frog\XC883082_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus.npy,data\spectrograms\preview\southern_leopard_frog\XC883082_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus.png,10.0,22050
ML183897,green_tree_frog,data\processed\green_tree_frog\ML183897.wav,data\spectrograms\green_tree_frog\ML183897.npy,data\spectrograms\preview\green_tree_frog\ML183897.png,10.0,22050
ML470847291,fowlers_toad,data\processed\fowlers_toad\ML470847291.wav,data\spectrograms\fowlers_toad\ML470847291.npy,data\spectrograms\preview\fowlers_toad\ML470847291.png,10.0,22050
ML209178_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML209178_(1).wav,data\spectrograms\copes_gray_treefrog\ML209178_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML209178_(1).png,10.0,22050
ML182189,american_toad,data\processed\american_toad\ML182189.wav,data\spectrograms\american_toad\ML182189.npy,data\spectrograms\preview\american_toad\ML182189.png,10.0,22050
mixkit-domestic-cat-hungry-meow-45,not_frogs,data\processed\not_frogs\mixkit-domestic-cat-hungry-meow-45.wav,data\spectrograms\not_frogs\mixkit-domestic-cat-hungry-meow-45.npy,data\spectrograms\preview\not_frogs\mixkit-domestic-cat-hungry-meow-45.png,10.0,22050
mixkit-creature-sad-crying-465,not_frogs,data\processed\not_frogs\mixkit-creature-sad-crying-465.wav,data\spectrograms\not_frogs\mixkit-creature-sad-crying-465.npy,data\spectrograms\preview\not_frogs\mixkit-creature-sad-crying-465.png,10.0,22050
ML222907,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML222907.wav,data\spectrograms\copes_gray_treefrog\ML222907.npy,data\spectrograms\preview\copes_gray_treefrog\ML222907.png,10.0,22050
dlg_ggpd_n200-g2-m1-2003-c3-track-82,fowlers_toad,data\processed\fowlers_toad\dlg_ggpd_n200-g2-m1-2003-c3-track-82.wav,data\spectrograms\fowlers_toad\dlg_ggpd_n200-g2-m1-2003-c3-track-82.npy,data\spectrograms\preview\fowlers_toad\dlg_ggpd_n200-g2-m1-2003-c3-track-82.png,10.0,22050
ML185485,green_tree_frog,data\processed\green_tree_frog\ML185485.wav,data\spectrograms\green_tree_frog\ML185485.npy,data\spectrograms\preview\green_tree_frog\ML185485.png,10.0,22050
XC981066_-_American_Toad_-_Anaxyrus_americanus,american_toad,data\processed\american_toad\XC981066_-_American_Toad_-_Anaxyrus_americanus.wav,data\spectrograms\american_toad\XC981066_-_American_Toad_-_Anaxyrus_americanus.npy,data\spectrograms\preview\american_toad\XC981066_-_American_Toad_-_Anaxyrus_americanus.png,10.0,22050
mixkit-people-indoors-ambience-2981,not_frogs,data\processed\not_frogs\mixkit-people-indoors-ambience-2981.wav,data\spectrograms\not_frogs\mixkit-people-indoors-ambience-2981.npy,data\spectrograms\preview\not_frogs\mixkit-people-indoors-ambience-2981.png,10.0,22050
ML637110200,copes_gray_treefrog,data\processed\copes_gray_treefrog\ML637110200.wav,data\spectrograms\copes_gray_treefrog\ML637110200.npy,data\spectrograms\preview\copes_gray_treefrog\ML637110200.png,10.0,22050
ML224483,green_frog,data\processed\green_frog\ML224483.wav,data\spectrograms\green_frog\ML224483.npy,data\spectrograms\preview\green_frog\ML224483.png,10.0,22050
ML634748996,upland_chorus_frog,data\processed\upland_chorus_frog\ML634748996.wav,data\spectrograms\upland_chorus_frog\ML634748996.npy,data\spectrograms\preview\upland_chorus_frog\ML634748996.png,10.0,22050
ML506565641,fowlers_toad,data\processed\fowlers_toad\ML506565641.wav,data\spectrograms\fowlers_toad\ML506565641.npy,data\spectrograms\preview\fowlers_toad\ML506565641.png,10.0,22050
ML639116696,green_frog,data\processed\green_frog\ML639116696.wav,data\spectrograms\green_frog\ML639116696.npy,data\spectrograms\preview\green_frog\ML639116696.png,10.0,22050
XC149937_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC149937_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC149937_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC149937_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
ML200896,american_toad,data\processed\american_toad\ML200896.wav,data\spectrograms\american_toad\ML200896.npy,data\spectrograms\preview\american_toad\ML200896.png,10.0,22050
ML193845,northern_cricket_frog,data\processed\northern_cricket_frog\ML193845.wav,data\spectrograms\northern_cricket_frog\ML193845.npy,data\spectrograms\preview\northern_cricket_frog\ML193845.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-85,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-85.wav,data\spectrograms\eastern_narrow_mouthed_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-85.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-85.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-95,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-95.wav,data\spectrograms\eastern_narrow_mouthed_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-95.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\dlg_ggpd_n200-g2-m1-2013-c3-track-95.png,10.0,22050
ML183898,green_tree_frog,data\processed\green_tree_frog\ML183898.wav,data\spectrograms\green_tree_frog\ML183898.npy,data\spectrograms\preview\green_tree_frog\ML183898.png,10.0,22050
XC891037_-_Upland_Chorus_Frog_-_Pseudacris_feriarum,upland_chorus_frog,data\processed\upland_chorus_frog\XC891037_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.wav,data\spectrograms\upland_chorus_frog\XC891037_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.npy,data\spectrograms\preview\upland_chorus_frog\XC891037_-_Upland_Chorus_Frog_-_Pseudacris_feriarum.png,10.0,22050
ML183732,green_tree_frog,data\processed\green_tree_frog\ML183732.wav,data\spectrograms\green_tree_frog\ML183732.npy,data\spectrograms\preview\green_tree_frog\ML183732.png,10.0,22050
dlg_ggpd_n200-g2-m1-2013-c3-track-76,upland_chorus_frog,data\processed\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-76.wav,data\spectrograms\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-76.npy,data\spectrograms\preview\upland_chorus_frog\dlg_ggpd_n200-g2-m1-2013-c3-track-76.png,10.0,22050
ML199723,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199723.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199723.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199723.png,10.0,22050
ML635787546,american_toad,data\processed\american_toad\ML635787546.wav,data\spectrograms\american_toad\ML635787546.npy,data\spectrograms\preview\american_toad\ML635787546.png,10.0,22050
ML182055,american_toad,data\processed\american_toad\ML182055.wav,data\spectrograms\american_toad\ML182055.npy,data\spectrograms\preview\american_toad\ML182055.png,10.0,22050
mixkit-double-little-bird-chirp-21,not_frogs,data\processed\not_frogs\mixkit-double-little-bird-chirp-21.wav,data\spectrograms\not_frogs\mixkit-double-little-bird-chirp-21.npy,data\spectrograms\preview\not_frogs\mixkit-double-little-bird-chirp-21.png,10.0,22050
ML208214,upland_chorus_frog,data\processed\upland_chorus_frog\ML208214.wav,data\spectrograms\upland_chorus_frog\ML208214.npy,data\spectrograms\preview\upland_chorus_frog\ML208214.png,10.0,22050
ML635787547,american_toad,data\processed\american_toad\ML635787547.wav,data\spectrograms\american_toad\ML635787547.npy,data\spectrograms\preview\american_toad\ML635787547.png,10.0,22050
mixkit-huge-crowd-cheering-victory-462,not_frogs,data\processed\not_frogs\mixkit-huge-crowd-cheering-victory-462.wav,data\spectrograms\not_frogs\mixkit-huge-crowd-cheering-victory-462.npy,data\spectrograms\preview\not_frogs\mixkit-huge-crowd-cheering-victory-462.png,10.0,22050
ML584189271,american_toad,data\processed\american_toad\ML584189271.wav,data\spectrograms\american_toad\ML584189271.npy,data\spectrograms\preview\american_toad\ML584189271.png,10.0,22050
ML207881,green_tree_frog,data\processed\green_tree_frog\ML207881.wav,data\spectrograms\green_tree_frog\ML207881.npy,data\spectrograms\preview\green_tree_frog\ML207881.png,10.0,22050
ML209091,american_toad,data\processed\american_toad\ML209091.wav,data\spectrograms\american_toad\ML209091.npy,data\spectrograms\preview\american_toad\ML209091.png,10.0,22050
ML182017,american_toad,data\processed\american_toad\ML182017.wav,data\spectrograms\american_toad\ML182017.npy,data\spectrograms\preview\american_toad\ML182017.png,10.0,22050
ML183842,green_tree_frog,data\processed\green_tree_frog\ML183842.wav,data\spectrograms\green_tree_frog\ML183842.npy,data\spectrograms\preview\green_tree_frog\ML183842.png,10.0,22050
ML635677951_(1),copes_gray_treefrog,data\processed\copes_gray_treefrog\ML635677951_(1).wav,data\spectrograms\copes_gray_treefrog\ML635677951_(1).npy,data\spectrograms\preview\copes_gray_treefrog\ML635677951_(1).png,10.0,22050
ML196658,green_tree_frog,data\processed\green_tree_frog\ML196658.wav,data\spectrograms\green_tree_frog\ML196658.npy,data\spectrograms\preview\green_tree_frog\ML196658.png,10.0,22050
ML638945631,green_frog,data\processed\green_frog\ML638945631.wav,data\spectrograms\green_frog\ML638945631.npy,data\spectrograms\preview\green_frog\ML638945631.png,10.0,22050
ML202345,green_frog,data\processed\green_frog\ML202345.wav,data\spectrograms\green_frog\ML202345.npy,data\spectrograms\preview\green_frog\ML202345.png,10.0,22050
ML207807,eastern_spadefoot_toad,data\processed\eastern_spadefoot_toad\ML207807.wav,data\spectrograms\eastern_spadefoot_toad\ML207807.npy,data\spectrograms\preview\eastern_spadefoot_toad\ML207807.png,10.0,22050
ML199713,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\ML199713.wav,data\spectrograms\eastern_narrow_mouthed_toad\ML199713.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\ML199713.png,10.0,22050
ML273955,bird_voiced_tree_frog,data\processed\bird_voiced_tree_frog\ML273955.wav,data\spectrograms\bird_voiced_tree_frog\ML273955.npy,data\spectrograms\preview\bird_voiced_tree_frog\ML273955.png,10.0,22050
XC978638_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog,data\processed\green_tree_frog\XC978638_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.wav,data\spectrograms\green_tree_frog\XC978638_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.npy,data\spectrograms\preview\green_tree_frog\XC978638_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.png,10.0,22050
ML636468524,green_frog,data\processed\green_frog\ML636468524.wav,data\spectrograms\green_frog\ML636468524.npy,data\spectrograms\preview\green_frog\ML636468524.png,10.0,22050
XC1025085_-_Spring_Peeper_-_Pseudacris_crucifer,spring_peeper,data\processed\spring_peeper\XC1025085_-_Spring_Peeper_-_Pseudacris_crucifer.wav,data\spectrograms\spring_peeper\XC1025085_-_Spring_Peeper_-_Pseudacris_crucifer.npy,data\spectrograms\preview\spring_peeper\XC1025085_-_Spring_Peeper_-_Pseudacris_crucifer.png,10.0,22050
15-Pickerel-Frog-call,pickerel_frog,data\processed\pickerel_frog\15-Pickerel-Frog-call.wav,data\spectrograms\pickerel_frog\15-Pickerel-Frog-call.npy,data\spectrograms\preview\pickerel_frog\15-Pickerel-Frog-call.png,10.0,22050
ML207992,upland_chorus_frog,data\processed\upland_chorus_frog\ML207992.wav,data\spectrograms\upland_chorus_frog\ML207992.npy,data\spectrograms\preview\upland_chorus_frog\ML207992.png,10.0,22050
XC895182_-_Pickerel_Frog_-_Lithobates_palustris,pickerel_frog,data\processed\pickerel_frog\XC895182_-_Pickerel_Frog_-_Lithobates_palustris.wav,data\spectrograms\pickerel_frog\XC895182_-_Pickerel_Frog_-_Lithobates_palustris.npy,data\spectrograms\preview\pickerel_frog\XC895182_-_Pickerel_Frog_-_Lithobates_palustris.png,10.0,22050
ML193955,northern_cricket_frog,data\processed\northern_cricket_frog\ML193955.wav,data\spectrograms\northern_cricket_frog\ML193955.npy,data\spectrograms\preview\northern_cricket_frog\ML193955.png,10.0,22050
XC984171_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus,southern_leopard_frog,data\processed\southern_leopard_frog\XC984171_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus.wav,data\spectrograms\southern_leopard_frog\XC984171_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus.npy,data\spectrograms\preview\southern_leopard_frog\XC984171_-_Southern_Leopard_Frog_-_Lithobates_sphenocephalus.png,10.0,22050
ML636142346,american_toad,data\processed\american_toad\ML636142346.wav,data\spectrograms\american_toad\ML636142346.npy,data\spectrograms\preview\american_toad\ML636142346.png,10.0,22050
XC983489_-_North_American_Green_Treefrog_-_Dryophytes_cinereus,green_tree_frog,data\processed\green_tree_frog\XC983489_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.wav,data\spectrograms\green_tree_frog\XC983489_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.npy,data\spectrograms\preview\green_tree_frog\XC983489_-_North_American_Green_Treefrog_-_Dryophytes_cinereus.png,10.0,22050
ML198495,northern_cricket_frog,data\processed\northern_cricket_frog\ML198495.wav,data\spectrograms\northern_cricket_frog\ML198495.npy,data\spectrograms\preview\northern_cricket_frog\ML198495.png,10.0,22050
XC883330_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis,eastern_narrow_mouthed_toad,data\processed\eastern_narrow_mouthed_toad\XC883330_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.wav,data\spectrograms\eastern_narrow_mouthed_toad\XC883330_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.npy,data\spectrograms\preview\eastern_narrow_mouthed_toad\XC883330_-_Eastern_Narrow-mouthed_Toad_-_Gastrophryne_carolinensis.png,10.0,22050
mixkit-morning-birds-singing-2467,not_frogs,data\processed\not_frogs\mixkit-morning-birds-singing-2467.wav,data\spectrograms\not_frogs\mixkit-morning-birds-singing-2467.npy,data\spectrograms\preview\not_frogs\mixkit-morning-birds-singing-2467.png,10.0,22050
